code,ko,en,cn
3110458,송포동,Songpo-dong,松浦洞
3110459,송산동,Songsan-dong,松山洞
31110,과천시,Gwacheon-si,果川市
3111051,중앙동,Jungang-dong,中央洞
3111052,갈현동,Galhyeon-dong,葛峴洞
3111053,별양동,Byeoryang-dong,別陽洞
3111054,부림동,Burim-dong,富林洞
3111055,과천동,Gwacheon-dong,果川洞
3111056,문원동,Munwon-dong,文原洞
31120,구리시,Guri-si,九里市
3112051,갈매동,Galmae-dong,葛梅洞
3112052,동구동,Donggu-dong,東九洞
3112053,인창동,Inchang-dong,仁昌洞
3112054,교문1동,Gyomun 1(il)-dong,校門1洞
3112055,교문2동,Gyomun 2(i)-dong,校門2洞
3112056,수택1동,Sutaek 1(il)-dong,水澤1洞
3112057,수택2동,Sutaek 2(i)-dong,水澤2洞
3112058,수택3동,Sutaek 3(sam)-dong,水澤3洞
31130,남양주시,Namyangju-si,南楊州市
3113011,와부읍,Wabu-eup,瓦阜邑
3113012,진접읍,Jinjeop-eup,榛接邑
3113013,화도읍,Hwado-eup,和道邑
3113014,진건읍,Jingeon-eup,眞乾邑
3113015,오남읍,Onam-eup,梧南邑
3113031,별내면,Byeolnae-myeon,別內面
3113032,퇴계원면,Toegyewon-myeon,退溪院面
3113034,수동면,Sudong-myeon,水洞面
3113035,조안면,Joan-myeon,鳥安面
3113051,호평동,Hopyeong-dong,好坪洞
3113052,평내동,Pyeongnae-dong,坪內洞
3113053,금곡동,Geumgok-dong,金谷洞
3113054,양정동,Yangjeong-dong,養正洞
3113055,지금동,Jigeum-dong,芝錦洞
3113056,도농동,Donong-dong,陶農洞
31140,오산시,Osan-si,烏山市
3114051,중앙동,Jungang-dong,中央洞
3114052,대원동,Daewon-dong,大園洞
3114053,남촌동,Namchon-dong,南村洞
3114054,신장동,Sinjang-dong,新場洞
3114055,세마동,Sema-dong,洗馬洞
3114056,초평동,Chopyeong-dong,楚坪洞
31150,시흥시,Siheung-si,始興市
3115051,대야동,Daeya-dong,大也洞
3115052,신천동,Sincheon-dong,新川洞
3115053,신현동,Sinhyeon-dong,新峴洞
3115054,은행동,Eunhaeng-dong,銀杏洞
3115055,매화동,Maehwa-dong,梅花洞
3115056,목감동,Mokgam-dong,牧甘洞
3115057,군자동,Gunja-dong,君子洞
3115064,정왕본동,Jeongwangbon-dong,正往本洞
3115065,정왕1동,Jeongwang 1(il)-dong,正往1洞
3115061,정왕2동,Jeongwang 2(i)-dong,正往2洞
3115062,정왕3동,Jeongwang 3(sam)-dong,正往3洞
3115063,정왕4동,Jeongwang 4(sa)-dong,正往4洞
3115059,과림동,Gwarim-dong,果林洞
3115060,연성동,Yeonseong-dong,蓮城洞
31160,군포시,Gunpo-si,軍浦市
3116051,군포1동,Gunpo 1(il)-dong,軍浦1洞
3116052,군포2동,Gunpo 2(i)-dong,軍浦2洞
3116054,산본1동,Sanbon 1(il)-dong,山本1洞
3116055,산본2동,Sanbon 2(i)-dong,山本2洞
3116056,금정동,Geumjeong-dong,衿井洞
3116057,재궁동,Jaegung-dong,齋宮洞
3116058,오금동,Ogeum-dong,五禁洞
3116059,수리동,Suri-dong,修理洞
3116060,궁내동,Gungnae-dong,宮內洞
3116061,광정동,Gwangjeong-dong,光亭洞
3116062,대야동,Daeya-dong,大夜洞
31170,의왕시,Uiwang-si,義王市
3117051,고천동,Gocheon-dong,古川洞
3117052,부곡동,Bugok-dong,富谷洞
3117053,오전동,Ojeon-dong,五全洞
3117054,내손1동,Naeson 1(il)-dong,內蓀1洞
3117055,내손2동,Naeson 2(i)-dong,內蓀2洞
3117056,청계동,Cheonggye-dong,淸溪洞
31180,하남시,Hanam-si,河南市
3118051,천현동,Cheonhyeon-dong,泉峴洞
3118052,신장1동,Sinjang 1(il)-dong,新長1洞
3118053,신장2동,Sinjang 2(i)-dong,新長2洞
3118054,덕풍1동,Deokpung 1(il)-dong,德豊1洞
3118055,덕풍2동,Deokpung 2(i)-dong,德豊2洞
3118056,덕풍3동,Deokpung 3(sam)-dong,德豊3洞
3118057,풍산동,Pungsan-dong,豊山洞
3118058,감북동,Gambuk-dong,甘北洞
3118059,춘궁동,Chungung-dong,春宮洞
3118060,초이동,Choi-dong,草二洞
31190,용인시,Yongin-si,龍仁市
31191,처인구,Cheoin-gu,處仁區
3119111,포곡읍,Pogok-eup,蒲谷邑
3119131,모현면,Mohyeon-myeon,慕賢面
3119132,남사면,Namsa-myeon,南四面
3119133,이동면,Idong-myeon,二東面
3119134,원삼면,Wonsam-myeon,遠三面
3119135,백암면,Baegam-myeon,白岩面
3119136,양지면,Yangji-myeon,陽智面
3119151,중앙동,Jungang-dong,中央洞
3119152,역삼동,Yeoksam-dong,驛三洞
3119153,유림동,Yurim-dong,柳林洞
3119154,동부동,Dongbu-dong,東部洞
31192,기흥구,Giheung-gu,器興區
3119251,신갈동,Singal-dong,新葛洞
3119252,구갈동,Gugal-dong,舊葛洞
3119253,상갈동,Sanggal-dong,上葛洞
3119254,기흥동,Giheung-dong,器興洞
3119255,서농동,Seonong-dong,書農洞
3119256,구성동,Guseong-dong,駒城洞
3119257,마북동,Mabuk-dong,麻北洞
3119258,동백동,Dongbaek-dong,東栢洞
3119259,보정동,Bojeong-dong,寶亭洞
3119260,상하동,Sangha-dong,上下洞
31193,수지구,Suji-gu,水枝區
3119351,풍덕천1동,Pungdoekcheon 1(il)-dong,豊德川1洞
3119352,풍덕천2동,Pungdoekcheon 2(i)-dong,豊德川2洞
3119353,신봉동,Sinbong-dong,新鳳洞
3119354,죽전1동,Jukjeon 1(il)-dong,竹田1洞
3119355,죽전2동,Jukjeon 2(i)-dong,竹田2洞
3119356,동천동,Dongcheon-dong,東川洞
3119357,상현1동,Sanghyeon 1(il)-dong,上峴1洞
3119358,상현2동,Sanghyeon 2(i)-dong,上峴2洞
3119359,성복동,Seongbok-dong,星福洞
31200,파주시,Paju-si,坡州市
3120011,문산읍,Munsan-eup,汶山邑
3120012,파주읍,Paju-eup,坡州邑
3120013,법원읍,Beobwon-eup,法院邑
3120014,교하읍,Gyoha-eup,交河邑
3120015,조리읍,Jori-eup,條里邑
3120021,진동면,Jindong-myeon,津東面
3120026,장단면,Jangdan-myeon,長湍面
3120027,진서면,Jinseo-myeon,津西面
3120031,월롱면,Wollong-myeon,月籠面
3120032,탄현면,Tanhyeon-myeon,炭縣面
3120035,광탄면,Gwangtan-myeon,廣灘面
3120036,파평면,Papyeong-myeon,坡平面
3120037,적성면,Jeokseong-myeon,積城面
3120038,군내면,Gunnae-myeon,郡內面
3120051,금촌1동,Geumchon 1(il)-dong,金村1洞
3120052,금촌2동,Geumchon 2(i)-dong,金村2洞
31210,이천시,Icheon-si,利川市
3121011,장호원읍,Janghowon-eup,長湖院邑
3121012,부발읍,Bubal-eup,夫鉢邑
3121031,신둔면,Sindun-myeon,新屯面
3121032,백사면,Baeksa-myeon,栢沙面
3121033,호법면,Hobeop-myeon,戶法面
3121034,마장면,Majang-myeon,麻長面
3121035,대월면,Daewol-myeon,大月面
3121036,모가면,Moga-myeon,慕加面
3121037,설성면,Seolseong-myeon,雪星面
3121038,율면,Yul-myeon,栗面
3121051,창전동,Changjeon-dong,倉前洞
3121054,증포동,jeungpo-dong,增浦洞
3121052,중리동,Jungni-dong,中里洞
3121053,관고동,Gwango-dong,官庫洞
31220,안성시,Anseong-si,安城市
3122011,공도읍,Gongdo-eup,孔道邑
3122031,보개면,Bogae-myeon,寶蓋面
3122032,금광면,Geumgwang-myeon,金光面
3122033,서운면,Seoun-myeon,瑞雲面
3122034,미양면,Miyang-myeon,薇陽面
3122035,대덕면,Daedeok-myeon,大德面
3122036,양성면,Yangseong-myeon,陽城面
3122038,원곡면,Wongok-myeon,元谷面
3122039,일죽면,Iljuk-myeon,一竹面
3122040,죽산면,Juksan-myeon,竹山面
3122041,삼죽면,Samjuk-myeon,三竹面
3122042,고삼면,Gosam-myeon,古三面
3122051,안성1동,Anseong 1(il)-dong,安城1洞
3122052,안성2동,Anseong 2(i)-dong,安城2洞
3122053,안성3동,Anseong 3(sam)-dong,安城3洞
31230,김포시,Gimpo-si,金浦市
3123011,통진읍,Tongjin-eup,通津邑
3123012,고촌읍,Gochon-eup,高村邑
3123032,양촌면,Yangchon-myeon,陽村面
3123034,대곶면,Daegot-myeon,大串面
3123035,월곶면,Wolgot-myeon,月串面
3123036,하성면,Haseong-myeon,霞城面
3123051,김포1동,Gimpo 1(il)-dong,金浦1洞
3123052,김포2동,Gimpo 2(i)-dong,金浦2洞
3123053,사우동,Sau-dong,沙隅洞
3123054,풍무동,Pungmu-dong,豊舞洞
31240,화성시,Hwaseong-si,華城市
3124012,봉담읍,Bongdam-eup,峰潭邑
3124013,우정읍,Ujeong-eup,雨汀邑
3124014,향남읍,Hyangnam-eup,鄕南邑
3124031,매송면,Maesong-myeon,梅松面
3124033,비봉면,Bibong-myeon,飛鳳面
3124035,마도면,Mado-myeon,麻道面
3124036,송산면,Songsan-myeon,松山面
3124037,서신면,Seosin-myeon,西新面
3124038,팔탄면,Paltan-myeon,八灘面
3124039,장안면,Jangan-myeon,長安面
3124042,양감면,Yanggam-myeon,楊甘面
3124043,정남면,Jeongnam-myeon,正南面
3124044,동탄면,Dongtan-myeon,東灘面
3124051,남양동,Namyang-dong,南陽洞
3124052,진안동,Jinan-dong,陣雁洞
3124053,병점1동,Beyngjeom 1(il)-dong,餠店1洞
3124054,병점2동,Beyngjeom 2(i)-dong,餠店2洞
3124055,반월동,Banwol-dong,半月洞
3124056,기배동,Gibae-dong,旗培洞
3124057,화산동,Hwasan-dong,花山洞
3124060,동탄2동,Dongtan 2(i)-dong,東灘2洞
3124061,동탄1동,Dongtan 1(il)-dong,東灘1洞
3124062,동탄3동,Dongtan 3(sam)-dong,東灘3洞
31250,광주시,Gwangju-si,廣州市
3125011,오포읍,Opo-eup,五浦邑
3125012,초월읍,Chowol-eup,草月邑
3125013,실촌읍,Silchon-eup,實村邑
3125034,도척면,Docheok-myeon,都尺面
3125035,퇴촌면,Toechon-myeon,退村面
3125036,남종면,Namjong-myeon,南終面
3125037,중부면,Jungbu-myeon,中部面
3125051,경안동,Gyeongan-dong,京安洞
3125052,송정동,Songjeong-dong,松亭洞
3125053,광남동,Gwangnam-dong,廣南洞
31260,양주시,Yangju-si,楊州市
3126011,백석읍,Baekseok-eup,白石邑
3126031,은현면,Eunhyeon-myeon,隱縣面
3126032,남면,Nam-myeon,南面
3126033,광적면,Gwangjeok-myeon,廣積面
3126034,장흥면,Jangheung-myeon,長興面
3126051,양주1동,Yangju 1(il)-dong,楊州1洞
3126052,양주2동,Yangju 2(i)-dong,楊州2洞
3126053,회천1동,Hoecheon 1(il)-dong,檜泉1洞
3126054,회천2동,Hoecheon 2(i)-dong,檜泉2洞
3126055,회천3동,Hoecheon 3(sam)-dong,檜泉3洞
3126056,회천4동,Hoecheon 4(sa)-dong,檜泉4洞
31270,포천시,Pocheon-si,抱川市
3127011,소흘읍,Sohol-eup,蘇屹邑
3127031,군내면,Gunnae-myeon,郡內面
3127032,내촌면,Naechon-myeon,內村面
3127033,가산면,Gasan-myeon,加山面
3127034,신북면,Sinbuk-myeon,新北面
3127035,창수면,Changsu-myeon,蒼水面
3127036,영중면,Yeongjung-myeon,永中面
3127037,일동면,Ildong-myeon,一東面
3127038,이동면,Idong-myeon,二東面
3127039,영북면,Yeongbuk-myeon,永北面
3127040,관인면,Gwanin-myeon,官仁面
3127041,화현면,Hwahyeon-myeon,花峴面
3127051,포천동,Pocheon-dong,抱川洞
3127052,선단동,Seondan-dong,仙壇洞
31320,여주군,Yeoju-gun,驪州郡
3132011,여주읍,Yeoju-eup,驪州邑
3132031,점동면,Jeomdong-myeon,占東面
3132032,가남면,Ganam-myeon,加南面
3132033,능서면,Neungseo-myeon,陵西面
3132034,흥천면,Heungcheon-myeon,興川面
3132035,금사면,Geumsa-myeon,金沙面
3132036,산북면,Sanbuk-myeon,山北面
3132037,대신면,Daesin-myeon,大神面
3132038,북내면,Bungnae-myeon,北內面
3132039,강천면,Gangcheon-myeon,康川面
31350,연천군,Yeoncheon-gun,漣川郡
3135011,연천읍,Yeoncheon-eup,漣川邑
3135012,전곡읍,Jeongok-eup,全谷邑
3135031,군남면,Gunnam-myeon,郡南面
3135032,청산면,Cheongsan-myeon,靑山面
3135033,백학면,Baekhak-myeon,百鶴面
3135034,미산면,Misan-myeon,嵋山面
3135035,왕징면,Wangjing-myeon,旺澄面
3135036,신서면,Sinseo-myeon,新西面
3135037,중면,Jung-myeon,中面
3135038,장남면,Jangnam-myeon,長南面
31370,가평군,Gapyeong-gun,加平郡
3137011,가평읍,Gapyeong-eup,加平邑
3137031,설악면,Seorak-myeon,雪岳面
3137032,청평면,Cheongpyeong-myeon,淸平面
3137033,상면,Sang-myeon,上面
3137034,하면,Ha-myeon,下面
3137035,북면,Buk-myeon,北面
31380,양평군,Yangpyeong-gun,楊平郡
3138011,양평읍,Yangpyeong-eup,楊平邑
3138031,강상면,Gangsang-myeon,江上面
3138032,강하면,Gangha-myeon,江下面
3138033,양서면,Yangseo-myeon,楊西面
3138034,옥천면,Okcheon-myeon,玉泉面
3138035,서종면,Seojong-myeon,西宗面
3138036,단월면,Danwol-myeon,丹月面
3138037,청운면,Cheongun-myeon,靑雲面
3138038,양동면,Yangdong-myeon,楊東面
3138039,지평면,Jipyeong-myeon,砥平面
3138040,용문면,Yongmun-myeon,龍門面
3138041,개군면,Gaegun-myeon,介軍面
32,강원도,Gangwon-do,江原道
32010,춘천시,Chuncheon-si,春川市
3201011,신북읍,Sinbuk-eup,新北邑
3201031,동면,Dong-myeon,東面
3201032,동산면,Dongsan-myeon,東山面
3201033,신동면,Sindong-myeon,新東面
3201034,동내면,Dongnae-myeon,東內面
3201035,남면,Nam-myeon,南面
3201036,남산면,Namsan-myeon,南山面
3201037,서면,Seo-myeon,西面
3201038,사북면,Sabuk-myeon,史北面
3201039,북산면,Buksan-myeon,北山面
3201052,교동,Gyo-dong,校洞
3201053,조운동,Jowun-dong,朝雲洞
3201054,약사명동,Yaksamyeong-dong,藥司明洞
3201057,근화동,Geunhwa-dong,槿花洞
3201058,소양동,Soyang-dong,昭陽洞
3201060,후평1동,Hupyeong 1(il)-dong,後坪1洞
3201061,후평2동,Hupyeong 2(i)-dong,後坪2洞
3201062,후평3동,Hupyeong 3(sam)-dong,後坪3洞
3201063,효자1동,Hyoja 1(il)-dong,孝子1洞
3201064,효자2동,Hyoja 2(i)-dong,孝子2洞
3201065,효자3동,Hyoja 3(sam)-dong,孝子3洞
3201066,석사동,Seoksa-dong,碩士洞
3201067,퇴계동,Toegye-dong,退溪洞
3201068,강남동,Gangnam-dong,江南洞
3201071,신사우동,Sinsau-dong,新司牛洞
32020,원주시,Wonju-si,原州市
3202011,문막읍,Munmak-eup,文幕邑
3202031,소초면,Socho-myeon,所草面
3202032,호저면,Hojeo-myeon,好楮面
3202033,지정면,Jijeong-myeon,地正面
3202034,부론면,Buron-myeon,富論面
3202035,귀래면,Gwirae-myeon,貴來面
3202036,흥업면,Heungeop-myeon,興業面
3202037,판부면,Panbu-myeon,板富面
3202038,신림면,Sillim-myeon,神林面
3202051,중앙동,Jungang-dong,中央洞
3202052,원인동,Wonin-dong,園仁洞
3202053,개운동,Gaeun-dong,開雲洞
3202054,명륜1동,Myeongnyun 1(il)-dong,明倫1洞
3202055,명륜2동,Myeongnyun 2(i)-dong,明倫2洞
3202056,단구동,Dangu-dong,丹邱洞
3202057,일산동,Ilsan-dong,一山洞
3202058,학성동,Hakseong-dong,鶴城洞
3202060,단계동,Dangye-dong,丹溪洞
3202061,우산동,Usan-dong,牛山洞
3202062,태장1동,Taejang 1(il)-dong,台壯1洞
3202063,태장2동,Taejang 2(i)-dong,台壯2洞
3202064,봉산동,Bongsan-dong,鳳山洞
3202066,행구동,Haenggu-dong,杏邱洞
3202067,무실동,Musil-dong,茂實洞
3202068,반곡관설동,Bangokgwanseol-dong,盤谷觀雪洞
32030,강릉시,Gangneung-si,江陵市
3203011,주문진읍,Jumunjin-eup,注文津邑
3203031,성산면,Seongsan-myeon,城山面
3203032,왕산면,Wangsan-myeon,旺山面
3203033,구정면,Gujeong-myeon,邱井面
3203034,강동면,Gangdong-myeon,江東面
3203035,옥계면,Okgye-myeon,玉溪面
3203036,사천면,Sacheon-myeon,沙川面
3203037,연곡면,Yeongok-myeon,連谷面
3203051,홍제동,Hongje-dong,弘濟洞
3203052,중앙동,Jungang-dong,中央洞
3203054,옥천동,Okcheon-dong,玉泉洞
3203055,교1동,Gyo 1(il)-dong,校1洞
3203056,교2동,Gyo 2(i)-dong,校2洞
3203057,포남1동,Ponam 1(il)-dong,浦南1洞
3203058,포남2동,Ponam 2(i)-dong,浦南2洞
3203059,초당동,Chodang-dong,草堂洞
3203060,송정동,Songjeong-dong,松亭洞
3203061,내곡동,Naegok-dong,內谷洞
3203062,강남동,Gangnam-dong,江南洞
3203065,성덕동,Seongdeok-dong,城德洞
3203067,경포동,Gyeongpo-dong,鏡浦洞
32040,동해시,Donghae-si,東海市
3204051,천곡동,Cheongok-dong,泉谷洞
3204052,송정동,Songjeong-dong,松亭洞
3204053,북삼동,Buksam-dong,北三洞
3204054,부곡동,Bugok-dong,釜谷洞
3204055,동호동,Dongho-dong,東湖洞
3204057,발한동,Balhan-dong,發翰洞
3204059,묵호동,Mukho-dong,墨湖洞
3204060,북평동,Bukpyeong-dong,北坪洞
3204063,망상동,Mangsang-dong,望祥洞
3204065,삼화동,Samhwa-dong,三和洞
32050,태백시,Taebaek-si,太白市
3205051,황지동,Hwangji-dong,黃池洞
3205052,황연동,Hwangyeon-dong,黃蓮洞
3205053,삼수동,Samsu-dong,三水洞
3205054,상장동,Sangjang-dong,上長洞
3205055,구문소동,Gumunso-dong,求文沼洞
3205056,장성동,Jangseong-dong,長省洞
3205058,철암동,Cheoram-dong,鐵岩洞
3205062,문곡소도동,Mungoksodo-dong,文曲所道洞
32060,속초시,Sokcho-si,束草市
3206051,영랑동,Yeongnang-dong,永郞洞
3206052,동명동,Dongmyeong-dong,東明洞
3206054,금호동,Geumho-dong,琴湖洞
3206056,교동,Gyo-dong,校洞
3206057,노학동,Nohak-dong,蘆鶴洞
3206058,조양동,Joyang-dong,朝陽洞
3206059,청호동,Cheongho-dong,靑湖洞
3206060,대포동,Daepo-dong,大浦洞
32070,삼척시,Samcheok-si,三陟市
3207011,도계읍,Dogye-eup,道溪邑
3207012,원덕읍,Wondeok-eup,遠德邑
3207031,근덕면,Geundeok-myeon,近德面
3207032,하장면,Hajang-myeon,下長面
3207033,노곡면,Nogok-myeon,蘆谷面
3207034,미로면,Miro-myeon,未老面
3207035,가곡면,Gagok-myeon,佳谷面
3207036,신기면,Singi-myeon,新基面
3207051,남양동,Namyang-dong,南陽洞
3207052,성내동,Seongnae-dong,城內洞
3207053,교동,Gyo-dong,校洞
3207054,정라동,Jeongna-dong,汀羅洞
32310,홍천군,Hongcheon-gun,洪川郡
3231011,홍천읍,Hongcheon-eup,洪川邑
3231031,화촌면,Hwachon-myeon,化村面
3231032,두촌면,Duchon-myeon,斗村面
3231033,내촌면,Naechon-myeon,乃村面
3231034,서석면,Seoseok-myeon,瑞石面
3231035,동면,Dong-myeon,東面
3231036,남면,Nam-myeon,南面
3231037,서면,Seo-myeon,西面
3231038,북방면,Bukbang-myeon,北方面
3231039,내면,Nae-myeon,內面
32320,횡성군,Hoengseong-gun,橫城郡
3232011,횡성읍,Hoengseong-eup,橫城邑
3232031,우천면,Ucheon-myeon,隅川面
3232032,안흥면,Anheung-myeon,安興面
3232033,둔내면,Dunnae-myeon,屯內面
3232034,갑천면,Gapcheon-myeon,甲川面
3232035,청일면,Cheongil-myeon,晴日面
3232036,공근면,Gonggeun-myeon,公根面
3232037,서원면,Seowon-myeon,書院面
3232038,강림면,Gangnim-myeon,講林面
32330,영월군,Yeongwol-gun,寧越郡
3233011,영월읍,Yeongwol-eup,寧越邑
3233012,상동읍,Sangdong-eup,上東邑
3233031,중동면,Jungdong-myeon,中東面
3233033,북면,Buk-myeon,北面
3233034,남면,Nam-myeon,南面
3233036,주천면,Jucheon-myeon,酒泉面
3233037,수주면,Suju-myeon,水周面
3233038,김삿갓면,Gimsatgat-myeon,金─面
3233039,한반도면,Hanbando-myeon,韓半島面
32340,평창군,Pyeongchang-gun,平昌郡
3234011,평창읍,Pyeongchang-eup,平昌邑
3234031,미탄면,Mitan-myeon,美灘面
3234032,방림면,Bangnim-myeon,芳林面
3234033,대화면,Daehwa-myeon,大和面
3234034,봉평면,Bongpyeong-myeon,蓬坪面
3234035,용평면,Yongpyeong-myeon,龍坪面
3234036,진부면,Jinbu-myeon,珍富面
3234037,대관령면,Daegwallyeong-myeon,大關嶺面
32350,정선군,Jeongseon-gun,旌善郡
3235011,정선읍,Jeongseon-eup,旌善邑
3235012,고한읍,Gohan-eup,古汗邑
3235013,사북읍,Sabuk-eup,舍北邑
3235014,신동읍,Sindong-eup,新東邑
3235032,남면,Nam-myeon,南面
3235034,북평면,Bukpyeong-myeon,北坪面
3235035,임계면,Imgye-myeon,臨溪面
3235036,화암면,Hwaam-myeon,畵岩面
3235037,여량면,Yeoryang-myeon,餘糧面
32360,철원군,Cheorwon-gun,鐵原郡
3236011,철원읍,Cheorwon-eup,鐵原邑
3236012,김화읍,Gimhwa-eup,金化邑
3236013,갈말읍,Galmal-eup,葛末邑
3236014,동송읍,Dongsong-eup,東松邑
3236021,근북면,Geunbuk-myeon,近北面
3236026,근동면,Geundong-myeon,近東面
3236027,원동면,Wondong-myeon,遠東面
3236028,원남면,Wonnam-myeon,遠南面
3236029,임남면,Imnam-myeon,任南面
3236031,서면,Seo-myeon,西面
3236032,근남면,Geunnam-myeon,近南面
32370,화천군,Hwacheon-gun,華川郡
3237011,화천읍,Hwacheon-eup,華川邑
3237031,간동면,Gandong-myeon,看東面
3237032,하남면,Hanam-myeon,下南面
3237033,상서면,Sangseo-myeon,上西面
3237034,사내면,Sanae-myeon,史內面
32380,양구군,Yanggu-gun,楊口郡
3238011,양구읍,Yanggu-eup,楊口邑
3238031,남면,Nam-myeon,南面
3238032,동면,Dong-myeon,東面
3238033,방산면,Bangsan-myeon,方山面
3238034,해안면,Haean-myeon,海岸面
32390,인제군,Inje-gun,麟蹄郡
3239011,인제읍,Inje-eup,麟蹄邑
3239031,남면,Nam-myeon,南面
3239032,북면,Buk-myeon,北面
3239033,기린면,Girin-myeon,麒麟面
3239034,서화면,Seohwa-myeon,瑞和面
3239035,상남면,Sangnam-myeon,上南面
32400,고성군,Goseong-gun,高城郡
3240011,간성읍,Ganseong-eup,杆城邑
3240012,거진읍,Geojin-eup,巨津邑
3240026,수동면,Sudong-myeon,水洞面
3240031,현내면,Hyeonnae-myeon,縣內面
3240032,죽왕면,Jugwang-myeon,竹旺面
3240033,토성면,Toseong-myeon,土城面
32410,양양군,Yangyang-gun,襄陽郡
3241011,양양읍,Yangyang-eup,襄陽邑
3241031,서면,Seo-myeon,西面
3241032,손양면,Sonyang-myeon,巽陽面
3241033,현북면,Hyeonbuk-myeon,縣北面
3241034,현남면,Hyeonnam-myeon,縣南面
3241035,강현면,Ganghyeon-myeon,降峴面
33,충청북도,Chungcheongbuk-do,忠淸北道
33010,청주시,Cheongju-si,淸州市
33011,상당구,Sangdang-gu,上黨區
3301151,중앙동,Jungang-dong,中央洞
3301152,성안동,Seongan-dong,성안洞
3301158,우암동,Uam-dong,牛岩洞
3301159,내덕1동,Naedeok 1(il)-dong,內德1洞
3301160,내덕2동,Naedeok 2(i)-dong,內德2洞
3301161,율량·사천동,Yullyangsacheon-dong,栗陽·斜川洞
3301162,탑·대성동,Tapdaeseong-dong,塔·大成洞
3301163,영운동,Yeongun-dong,永雲洞
3301164,금천동,Geumcheon-dong,金川洞
3301165,용담·명암·산성동,Yongdammyeongamsanseong-dong,龍潭·明岩·山城洞
3301166,용암1동,Yongam 1(il)-dong,龍岩1洞
3301168,용암2동,Yongam 2(I)-dong,龍岩2洞
3301167,오근장동,Ogeunjang-dong,梧根場洞
33012,흥덕구,Heungdeok-gu,興德區
3301251,사직1동,Sajik 1(il)-dong,社稷1洞
3301252,사직2동,Sajik 2(i)-dong,社稷2洞
3301253,사창동,Sachang-dong,司倉洞
3301254,모충동,Mochung-dong,慕忠洞
3301255,운천·신봉동,Uncheonsinbong-dong,雲泉·新鳳洞
3301257,수곡1동,Sugok 1(il)-dong,秀谷1洞
3301258,수곡2동,Sugok 2(i)-dong,秀谷2洞
3301259,성화·개신·죽림동,Seonghwagaesinjungnim-dong,聖化·開新·竹林洞
3301260,복대1동,Bokdae 1(il)-dong,福臺1洞
3301261,복대2동,Bokdae 2(i)-dong,福臺2洞
3301262,가경동,Gagyeong-dong,佳景洞
3301263,봉명1동,Bongmyeong 1(il)-dong,鳳鳴1洞
3301264,봉명2·송정동,Bongmyeong 2(i)·songjeong-dong,鳳鳴2·松亭洞
3301265,강서1동,Gangseo 1(il)-dong,江西1洞
3301266,강서2동,Gangseo 2(i)-dong,江西2洞
3301267,산남동,Sannam-dong,山南洞
3301268,분평동,Bunpyeong-dong,粉坪洞
33020,충주시,Chungju-si,忠州市
3302011,주덕읍,Judeok-eup,周德邑
3302031,살미면,Salmi-myeon,乷味面
3302032,수안보면,Suanbo-myeon,水安保面
3302033,이류면,Iryu-myeon,利柳面
3302034,신니면,Sinni-myeon,新尼面
3302035,노은면,Noeun-myeon,老隱面
3302036,앙성면,Angseong-myeon,仰城面
3302037,가금면,Gageum-myeon,可金面
3302038,금가면,Geumga-myeon,金加面
3302039,동량면,Dongnyang-myeon,東良面
3302040,산척면,Sancheok-myeon,山尺面
3302041,엄정면,Eomjeong-myeon,嚴政面
3302042,소태면,Sotae-myeon,蘇台面
3302051,성내·충인동,Seongnaechungin-dong,城內·忠仁洞
3302053,교현·안림동,Gyohyeonalim-dong,校峴·安林洞
3302054,교현2동,Gyohyeon 2(i)-dong,校峴2洞
3302055,용산동,Yongsan-dong,龍山洞
3302056,지현동,Jihyeon-dong,之峴洞
3302057,문화동,Munhwa-dong,文化洞
3302058,호암·직동,Hoamjik-dong,虎岩·直洞
3302060,달천동,Dalcheon-dong,達川洞
3302061,봉방동,Bongbang-dong,鳳方洞
3302062,칠금·금릉동,Chilgeumgeumneung-dong,漆琴·金陵洞
3302063,연수동,Yeonsu-dong,連守洞
3302064,목행·용탄동,Mokhaengyongtan-dong,牧杏·龍灘洞
33030,제천시,Jecheon-si,堤川市
3303011,봉양읍,Bongyang-eup,鳳陽邑
3303031,금성면,Geumseong-myeon,錦城面
3303032,청풍면,Cheongpung-myeon,淸風面
3303033,수산면,Susan-myeon,水山面
3303034,덕산면,Deoksan-myeon,德山面
3303035,한수면,Hansu-myeon,寒水面
3303036,백운면,Baegun-myeon,白雲面
3303037,송학면,Songhak-myeon,松鶴面
3303051,교동,Gyo-dong,校洞
3303063,고암·모산동,Goammosan-dong,古岩·茅山洞
3303064,중앙·의림·명동,Junganguirimmyeong-dong,中央·義林·明洞
3303065,남천·동현동,Namcheondonghyeon-dong,南泉·東峴洞
3303066,서부·영천동,Seobuyeongcheon-dong,西部·榮川洞
3303056,용두동,Yongdu-dong,龍頭洞
3303067,신백·두학동,Sinbaekduhak-dong,新百·頭鶴洞
3303059,청전동,Cheongjeon-dong,靑田洞
3303060,화산동,Hwasan-dong,花山洞
33310,청원군,Cheongwon-gun,淸原郡
3331011,내수읍,Naesu-eup,內秀邑
3331012,오창읍,Ochang-eup,梧倉邑
3331031,낭성면,Nangseong-myeon,琅城面
3331032,미원면,Miwon-myeon,米院面
3331033,가덕면,Gadeok-myeon,加德面
3331034,남일면,Namil-myeon,南一面
3331035,남이면,Nami-myeon,南二面
