code,ko,en,cn
3602031,소라면,Sora-myeon,召羅面
3602032,율촌면,Yulchon-myeon,栗村面
3602033,화양면,Hwayang-myeon,華陽面
3602034,남면,Nam-myeon,南面
3602035,화정면,Hwajeong-myeon,華井面
3602036,삼산면,Samsan-myeon,三山面
3602051,동문동,Dongmun-dong,東門洞
3602052,한려동,Hallyeo-dong,閑麗洞
3602053,중앙동,Jungang-dong,中央洞
3602054,충무동,Chungmu-dong,忠武洞
3602055,광림동,Gwangnim-dong,光林洞
3602056,서강동,Seogang-dong,西崗洞
3602057,대교동,Daegyo-dong,大橋洞
3602058,국동,Guk-dong,菊洞
3602059,월호동,Wolho-dong,月湖洞
3602060,여서동,Yeoseo-dong,麗西洞
3602061,문수동,Munsu-dong,文水洞
3602062,미평동,Mipyeong-dong,美坪洞
3602063,둔덕동,Dundeok-dong,屯德洞
3602064,만덕동,Mandeok-dong,萬德洞
3602065,쌍봉동,Ssangbong-dong,雙鳳洞
3602066,시전동,Sijeon-dong,枾田洞
3602067,여천동,Yeocheon-dong,麗川洞
3602068,주삼동,Jusam-dong,珠三洞
3602069,삼일동,Samil-dong,三日洞
3602070,묘도동,Myodo-dong,猫島洞
36030,순천시,Suncheon-si,順天市
3603011,승주읍,Seungju-eup,昇州邑
3603031,주암면,Juam-myeon,住巖面
3603032,송광면,Songgwang-myeon,松光面
3603033,외서면,Oeseo-myeon,外西面
3603034,낙안면,Nagan-myeon,樂安面
3603035,별량면,Byeollyang-myeon,別良面
3603036,상사면,Sangsa-myeon,上沙面
3603037,해룡면,Haeryong-myeon,海龍面
3603038,서면,Seo-myeon,西面
3603039,황전면,Hwangjeon-myeon,黃田面
3603040,월등면,Woldeung-myeon,月燈面
3603051,향동,Hyang-dong,鄕洞
3603054,매곡동,Maegok-dong,梅谷洞
3603055,삼산동,Samsan-dong,三山洞
3603056,조곡동,Jogok-dong,稠谷洞
3603057,덕연동,Deogyeon-dong,德蓮洞
3603058,풍덕동,Pungdeok-dong,豊德洞
3603059,남제동,Namje-dong,南蹄洞
3603060,저전동,Jeojeon-dong,楮田洞
3603061,장천동,Jangcheon-dong,長泉洞
3603062,중앙동,Jungang-dong,中央洞
3603063,도사동,Dosa-dong,道沙洞
3603066,왕조1동,Wangjo 1(il)dong,旺照1洞
3603067,왕조2동,Wangjo 2(i)dong,旺照2洞
36040,나주시,Naju-si,羅州市
3604011,남평읍,Nampyeong-eup,南平邑
3604031,세지면,Seji-myeon,細枝面
3604032,왕곡면,Wanggok-myeon,旺谷面
3604033,반남면,Bannam-myeon,潘南面
3604034,공산면,Gongsan-myeon,公山面
3604035,동강면,Donggang-myeon,洞江面
3604036,다시면,Dasi-myeon,多侍面
3604037,문평면,Munpyeong-myeon,文平面
3604038,노안면,Noan-myeon,老安面
3604039,금천면,Geumcheon-myeon,金川面
3604040,산포면,Sanpo-myeon,山浦面
3604041,다도면,Dado-myeon,茶道面
3604042,봉황면,Bonghwang-myeon,鳳凰面
3604051,송월동,Songwol-dong,松月洞
3604052,영강동,Yeonggang-dong,榮江洞
3604054,금남동,Geumnam-dong,錦南洞
3604055,성북동,Seongbuk-dong,城北洞
3604058,영산동,Yeongsan-dong,榮山洞
3604060,이창동,Ichang-dong,二倉洞
36060,광양시,Gwangyang-si,光陽市
3606011,광양읍,Gwangyang-eup,光陽邑
3606031,봉강면,Bonggang-myeon,鳳崗面
3606032,옥룡면,Ongnyong-myeon,玉龍面
3606033,옥곡면,Okgok-myeon,玉谷面
3606034,진상면,Jinsang-myeon,津上面
3606035,진월면,Jinwol-myeon,津月面
3606036,다압면,Daap-myeon,多鴨面
3606051,골약동,Golyak-dong,骨若洞
3606053,중마동,Jungma-dong,中馬洞
3606054,광영동,Gwangyeong-dong,廣英洞
3606055,태인동,Taein-dong,太仁洞
3606056,금호동,Geumho-dong,金湖洞
36310,담양군,Damyang-gun,潭陽郡
3631011,담양읍,Damyang-eup,潭陽邑
3631031,봉산면,Bongsan-myeon,鳳山面
3631032,고서면,Goseo-myeon,古西面
3631033,남면,Nam-myeon,南面
3631034,창평면,Changpyeong-myeon,昌平面
3631035,대덕면,Daedeok-myeon,大德面
3631036,무정면,Mujeong-myeon,武貞面
3631037,금성면,Geumseong-myeon,金城面
3631038,용면,Yong-myeon,龍面
3631039,월산면,Wolsan-myeon,月山面
3631040,수북면,Subuk-myeon,水北面
3631041,대전면,Daejeon-myeon,大田面
36320,곡성군,Gokseong-gun,谷成郡
3632011,곡성읍,Gokseong-eup,谷成邑
3632031,오곡면,Ogok-myeon,梧谷面
3632032,삼기면,Samgi-myeon,三岐面
3632033,석곡면,Seokgok-myeon,石谷面
3632034,목사동면,Moksadong-myeon,木寺洞面
3632035,죽곡면,Jukgok-myeon,竹谷面
3632036,고달면,Godal-myeon,古達面
3632037,옥과면,Okgwa-myeon,玉果面
3632038,입면,Ip-myeon,立面
3632039,겸면,Gyeom-myeon,兼面
3632040,오산면,Osan-myeon,梧山面
36330,구례군,Gurye-gun,求禮郡
3633011,구례읍,Gurye-eup,求禮邑
3633031,문척면,Muncheok-myeon,文尺面
3633032,간전면,Ganjeon-myeon,艮田面
3633033,토지면,Toji-myeon,土旨面
3633034,마산면,Masan-myeon,馬山面
3633035,광의면,Gwangui-myeon,光義面
3633036,용방면,Yongbang-myeon,龍方面
3633037,산동면,Sandong-myeon,山東面
36350,고흥군,Goheung-gun,高興郡
3635011,고흥읍,Goheung-eup,高興邑
3635012,도양읍,Doyang-eup,道陽邑
3635031,풍양면,Pungyang-myeon,豊陽面
3635032,도덕면,Dodeok-myeon,道德面
3635033,금산면,Geumsan-myeon,錦山面
3635034,도화면,Dohwa-myeon,道化面
3635035,포두면,Podu-myeon,浦頭面
3635036,봉래면,Bongnae-myeon,蓬萊面
3635037,동일면,Dongil-myeon,東日面
3635038,점암면,Jeomam-myeon,占岩面
3635039,영남면,Yeongnam-myeon,永南面
3635040,과역면,Gwayeok-myeon,過驛面
3635041,남양면,Namyang-myeon,南陽面
3635042,동강면,Donggang-myeon,東江面
3635043,대서면,Daeseo-myeon,大西面
3635044,두원면,Duwon-myeon,豆原面
36360,보성군,Boseong-gun,寶城郡
3636011,보성읍,Boseong-eup,寶城邑
3636012,벌교읍,Beolgyo-eup,筏橋邑
3636031,노동면,Nodong-myeon,蘆東面
3636032,미력면,Miryeok-myeon,彌力面
3636033,겸백면,Gyeombaek-myeon,兼白面
3636034,율어면,Yureo-myeon,栗於面
3636035,복내면,Bongnae-myeon,福內面
3636036,문덕면,Mundeok-myeon,文德面
3636037,조성면,Joseong-myeon,鳥城面
3636038,득량면,Deungnyang-myeon,得粮面
3636039,회천면,Hoecheon-myeon,會泉面
3636040,웅치면,Ungchi-myeon,熊峙面
36370,화순군,Hwasun-gun,和順郡
3637011,화순읍,Hwasun-eup,和順邑
3637031,한천면,Hancheon-myeon,寒泉面
3637032,춘양면,Chunyang-myeon,春陽面
3637033,청풍면,Cheongpung-myeon,淸豊面
3637034,이양면,Iyang-myeon,梨陽面
3637035,능주면,Neungju-myeon,綾州面
3637036,도곡면,Dogok-myeon,道谷面
3637037,도암면,Doam-myeon,道岩面
3637038,이서면,Iseo-myeon,二西面
3637039,북면,Buk-myeon,北面
3637040,동복면,Dongbok-myeon,同福面
3637041,남면,Nam-myeon,南面
3637042,동면,Dong-myeon,東面
36380,장흥군,Jangheung-gun,長興郡
3638011,장흥읍,Jangheung-eup,長興邑
3638012,관산읍,Gwansan-eup,冠山邑
3638013,대덕읍,Daedeok-eup,大德邑
3638031,용산면,Yongsan-myeon,蓉山面
3638032,안양면,Anyang-myeon,安良面
3638033,장동면,Jangdong-myeon,長東面
3638034,장평면,Jangpyeong-myeon,長平面
3638035,유치면,Yuchi-myeon,有治面
3638036,부산면,Busan-myeon,夫山面
3638037,회진면,Hoejin-myeon,會鎭面
36390,강진군,Gangjin-gun,康津郡
3639011,강진읍,Gangjin-eup,康津邑
3639031,군동면,Gundong-myeon,郡東面
3639032,칠량면,Chillyang-myeon,七良面
3639033,대구면,Daegu-myeon,大口面
3639034,마량면,Maryang-myeon,馬良面
3639035,도암면,Doam-myeon,道岩面
3639036,신전면,Sinjeon-myeon,薪田面
3639037,성전면,Seongjeon-myeon,城田面
3639038,작천면,Jakcheon-myeon,鵲川面
3639039,병영면,Byeongyeong-myeon,兵營面
3639040,옴천면,Omcheon-myeon,唵川面
36400,해남군,Haenam-gun,海南郡
3640011,해남읍,Haenam-eup,海南邑
3640031,삼산면,Samsan-myeon,三山面
3640032,화산면,Hwasan-myeon,花山面
3640033,현산면,Hyeonsan-myeon,縣山面
3640034,송지면,Songji-myeon,松旨面
3640035,북평면,Bukpyeong-myeon,北平面
3640036,북일면,Bugil-myeon,北日面
3640037,옥천면,Okcheon-myeon,玉泉面
3640038,계곡면,Gyegok-myeon,溪谷面
3640039,마산면,Masan-myeon,馬山面
3640040,황산면,Hwangsan-myeon,黃山面
3640041,산이면,Sani-myeon,山二面
3640042,문내면,Munnae-myeon,門內面
3640043,화원면,Hwawon-myeon,花源面
36410,영암군,Yeongam-gun,靈岩郡
3641011,영암읍,Yeongam-eup,靈岩邑
3641012,삼호읍,Samho-eup,三湖邑
3641031,덕진면,Deokjin-myeon,德津面
3641032,금정면,Geumjeong-myeon,金井面
3641033,신북면,Sinbuk-myeon,新北面
3641034,시종면,Sijong-myeon,始終面
3641035,도포면,Dopo-myeon,都浦面
3641036,군서면,Gunseo-myeon,郡西面
3641037,서호면,Seoho-myeon,西湖面
3641038,학산면,Haksan-myeon,鶴山面
3641039,미암면,Miam-myeon,美岩面
36420,무안군,Muan-gun,務安郡
3642011,무안읍,Muan-eup,務安邑
3642012,일로읍,Illo-eup,一老邑
3642031,삼향면,Samhyang-myeon,三鄕面
3642032,몽탄면,Mongtan-myeon,夢灘面
3642033,청계면,Cheonggye-myeon,靑溪面
3642034,현경면,Hyeongyeong-myeon,玄慶面
3642035,망운면,Mangun-myeon,望雲面
3642036,해제면,Haeje-myeon,海際面
3642037,운남면,Unnam-myeon,雲南面
36430,함평군,Hampyeong-gun,咸平郡
3643011,함평읍,Hampyeong-eup,咸平邑
3643031,손불면,Sonbul-myeon,孫佛面
3643032,신광면,Singwang-myeon,新光面
3643033,학교면,Hakgyo-myeon,鶴橋面
3643034,엄다면,Eomda-myeon,嚴多面
3643035,대동면,Daedong-myeon,大洞面
3643036,나산면,Nasan-myeon,羅山面
3643037,해보면,Haebo-myeon,海保面
3643038,월야면,Worya-myeon,月也面
36440,영광군,Yeonggwang-gun,靈光郡
3644011,영광읍,Yeonggwang-eup,靈光邑
3644012,백수읍,Baeksu-eup,白岫邑
3644013,홍농읍,Hongnong-eup,弘農邑
3644031,대마면,Daema-myeon,大馬面
3644032,묘량면,Myoryang-myeon,畝良面
3644033,불갑면,Bulgap-myeon,佛甲面
3644034,군서면,Gunseo-myeon,郡西面
3644035,군남면,Gunnam-myeon,郡南面
3644036,염산면,Yeomsan-myeon,鹽山面
3644037,법성면,Beopseong-myeon,法聖面
3644038,낙월면,Nagwol-myeon,落月面
36450,장성군,Jangseong-gun,長城郡
3645011,장성읍,Jangseong-eup,長城邑
3645031,진원면,Jinwon-myeon,珍原面
3645032,남면,Nam-myeon,南面
3645033,동화면,Donghwa-myeon,東化面
3645034,삼서면,Samseo-myeon,森西面
3645035,삼계면,Samgye-myeon,森溪面
3645036,황룡면,Hwangnyong-myeon,黃龍面
3645037,서삼면,Seosam-myeon,西三面
3645038,북일면,Bugil-myeon,北一面
3645039,북이면,Bugi-myeon,北二面
3645040,북하면,Bukha-myeon,北下面
36460,완도군,Wando-gun,莞島郡
3646011,완도읍,Wando-eup,莞島邑
3646012,금일읍,Geumil-eup,金日邑
3646013,노화읍,Nohwa-eup,盧花邑
3646031,군외면,Gunoe-myeon,郡外面
3646032,신지면,Sinji-myeon,薪智面
3646033,고금면,Gogeum-myeon,古今面
3646034,약산면,Yaksan-myeon,藥山面
3646035,청산면,Cheongsan-myeon,靑山面
3646036,소안면,Soan-myeon,所安面
3646037,금당면,Geumdang-myeon,金塘面
3646038,보길면,Bogil-myeon,甫吉面
3646039,생일면,Saengil-myeon,生日面
36470,진도군,Jindo-gun,珍島郡
3647011,진도읍,Jindo-eup,珍島邑
3647031,군내면,Gunnae-myeon,郡內面
3647032,고군면,Gogun-myeon,古郡面
3647033,의신면,Uisin-myeon,義新面
3647034,임회면,Imhoe-myeon,臨淮面
3647035,지산면,Jisan-myeon,智山面
3647036,조도면,Jodo-myeon,鳥島面
36480,신안군,Sinan-gun,新安郡
3648011,지도읍,Jido-eup,智島邑
3648031,증도면,Jeungdo-myeon,曾島面
3648032,임자면,Imja-myeon,荏子面
3648033,자은면,Jaeun-myeon,慈恩面
3648034,비금면,Bigeum-myeon,飛禽面
3648035,도초면,Docho-myeon,都草面
3648036,흑산면,Heuksan-myeon,黑山面
3648037,하의면,Haui-myeon,荷衣面
3648038,신의면,Sinui-myeon,新衣面
3648039,장산면,Jangsan-myeon,長山面
3648040,안좌면,Anjwa-myeon,安佐面
3648041,팔금면,Palgeum-myeon,八禽面
3648042,암태면,Amtae-myeon,岩泰面
3648043,압해면,Aphae-myeon,押海面
37,경상북도,Gyeongsangbuk-do,慶尙北道
37010,포항시,Pohang-si,浦項市
37011,남구,Nam-gu,南區
3701111,구룡포읍,Guryongpo-eup,九龍浦邑
3701112,연일읍,Yeonil-eup,延日邑
3701113,오천읍,Ocheon-eup,烏川邑
3701131,대송면,Daesong-myeon,大松面
3701132,동해면,Donghae-myeon,東海面
3701133,장기면,Janggi-myeon,長鬐面
3701135,호미곶면,Homigot-myeon,虎尾串面
3701155,송도동,Songdo-dong,松島洞
3701156,청림동,Cheongnim-dong,靑林洞
3701157,제철동,Jecheol-dong,製鐵洞
3701158,효곡동,Hyogok-dong,孝谷洞
3701159,대이동,Daei-dong,大梨洞
3701160,상대동,Sangdae-dong,上大洞
3701161,해도동,Haedo-dong,海島洞
37012,북구,Buk-gu,北區
3701211,흥해읍,Heunghae-eup,興海邑
3701231,신광면,Singwang-myeon,新光面
3701232,청하면,Cheongha-myeon,淸河面
3701233,송라면,Songna-myeon,松羅面
3701234,기계면,Gigye-myeon,杞溪面
3701235,죽장면,Jukjang-myeon,竹長面
3701236,기북면,Gibuk-myeon,杞北面
3701258,양학동,Yanghak-dong,良鶴洞
3701261,용흥동,Yongheung-dong,龍興洞
3701263,우창동,Uchang-dong,牛昌洞
3701264,두호동,Duho-dong,斗湖洞
3701265,장량동,Jangnyang-dong,長良洞
3701266,환여동,Hwanyeo-dong,環汝洞
3701267,중앙동,Jungang-dong,中央洞
3701268,죽도동,Jukdo-dong,竹島洞
37020,경주시,Gyeongju-si,慶州市
3702011,감포읍,Gampo-eup,甘浦邑
3702012,안강읍,Angang-eup,安康邑
3702013,건천읍,Geoncheon-eup,乾川邑
3702014,외동읍,Oedong-eup,外東邑
3702031,양북면,Yangbuk-myeon,陽北面
3702032,양남면,Yangnam-myeon,陽南面
3702033,내남면,Naenam-myeon,內南面
3702034,산내면,Sannae-myeon,山內面
3702035,서면,Seo-myeon,西面
3702036,현곡면,Hyeongok-myeon,見谷面
3702037,강동면,Gangdong-myeon,江東面
3702038,천북면,Cheonbuk-myeon,川北面
3702051,중부동,Jungbu-dong,中部洞
3702055,성건동,Seonggeon-dong,城乾洞
3702058,월성동,Wolseong-dong,月城洞
3702059,선도동,Seondo-dong,仙桃洞
3702062,용강동,Yonggang-dong,龍江洞
3702063,황성동,Hwangseong-dong,皇城洞
3702064,동천동,Dongcheon-dong,東川洞
3702066,불국동,Bulguk-dong,佛國洞
3702067,보덕동,Bodeok-dong,普德洞
3702068,황오동,Hwango-dong,皇吾洞
3702069,황남동,Hwangnam-dong,皇南洞
37030,김천시,Gimcheon-si,金泉市
3703011,아포읍,Apo-eup,牙浦邑
3703031,농소면,Nongso-myeon,農所面
3703032,남면,Nam-myeon,南面
3703033,개령면,Gaeryeong-myeon,開寧面
3703034,감문면,Gammun-myeon,甘文面
3703035,어모면,Eomo-myeon,禦侮面
3703036,봉산면,Bongsan-myeon,鳳山面
3703037,대항면,Daehang-myeon,代項面
3703038,감천면,Gamcheon-myeon,甘川面
3703039,조마면,Joma-myeon,助馬面
3703040,구성면,Guseong-myeon,龜城面
3703041,지례면,Jirye-myeon,知禮面
3703042,부항면,Buhang-myeon,釜項面
3703043,대덕면,Daedeok-myeon,大德面
3703044,증산면,Jeungsan-myeon,甑山面
3703055,양금동,Yanggeum-dong,陽金洞
3703056,대신동,Daesin-dong,大新洞
3703058,대곡동,Daegok-dong,大谷洞
3703059,지좌동,Jijwa-dong,智佐洞
3703060,자산동,Jasan-dong,紫山洞
3703061,평화남산동,Pyeonghwanamsan-dong,平和南山洞
37040,안동시,Andong-si,安東市
3704011,풍산읍,Pungsan-eup,豊山邑
3704031,와룡면,Waryong-myeon,臥龍面
3704032,북후면,Bukhu-myeon,北後面
3704033,서후면,Seohu-myeon,西後面
3704034,풍천면,Pungcheon-myeon,豊川面
3704035,일직면,Iljik-myeon,一直面
3704036,남후면,Namhu-myeon,南後面
3704037,남선면,Namseon-myeon,南先面
3704038,임하면,Imha-myeon,臨河面
3704039,길안면,Giran-myeon,吉安面
3704040,임동면,Imdong-myeon,臨東面
3704041,예안면,Yean-myeon,禮安面
3704042,도산면,Dosan-myeon,陶山面
3704043,녹전면,Nokjeon-myeon,綠轉面
3704051,중구동,Junggu-dong,中區洞
3704052,명륜동,Myeongnyun-dong,明倫洞
3704054,용상동,Yongsang-dong,龍上洞
3704062,서구동,Seogu-dong,西區洞
3704056,태화동,Taehwa-dong,太華洞
3704058,평화동,Pyeonghwa-dong,平和洞
3704059,안기동,Angi-dong,安奇洞
3704060,옥동,Ok-dong,玉洞
3704061,송하동,Songha-dong,松下洞
3704063,강남동,Gangnam-dong,江南洞
37050,구미시,Gumi-si,龜尾市
3705011,선산읍,Seonsan-eup,善山邑
3705012,고아읍,Goa-eup,高牙邑
3705031,무을면,Mueul-myeon,無乙面
3705032,옥성면,Okseong-myeon,玉城面
3705033,도개면,Dogae-myeon,桃開面
3705034,해평면,Haepyeong-myeon,海平面
3705035,산동면,Sandong-myeon,山東面
3705036,장천면,Jangcheon-myeon,長川面
3705051,송정동,Songjeong-dong,松亭洞
3705052,원평1동,Wonpyeong 1(il)-dong,元坪1洞
3705053,원평2동,Wonpyeong 2(i)-dong,元坪2洞
3705055,도량동,Doryang-dong,道良洞
3705056,지산동,Jisan-dong,芝山洞
3705057,선주원남동,Seonjuwonnam-dong,善州元南洞
3705059,형곡1동,Hyeonggok 1(il)-dong,荊谷1洞
3705060,형곡2동,Hyeonggok 2(i)-dong,荊谷2洞
3705061,신평1동,Sinpyeong 1(il)-dong,新平1洞
3705062,신평2동,Sinpyeong 2(i)-dong,新平2洞
3705063,비산동,Bisan-dong,飛山洞
3705064,공단1동,Gongdan 1(il)-dong,工團1洞
3705065,공단2동,Gongdan 2(i)-dong,工團2洞
3705066,광평동,Gwangpyeong-dong,廣坪洞
3705067,상모사곡동,Sangmosagok-dong,上毛沙谷洞
3705069,임오동,Imo-dong,林吳洞
3705070,인동동,Indong-dong,仁同洞
3705071,진미동,Jinmi-dong,眞美洞
3705072,양포동,Yangpo-dong,陽浦洞
37060,영주시,Yeongju-si,榮州市
3706011,풍기읍,Punggi-eup,豊基邑
3706031,이산면,Isan-myeon,伊山面
3706032,평은면,Pyeongeun-myeon,平恩面
3706033,문수면,Munsu-myeon,文殊面
3706034,장수면,Jangsu-myeon,長壽面
3706035,안정면,Anjeong-myeon,安定面
3706036,봉현면,Bonghyeon-myeon,鳳峴面
3706037,순흥면,Sunheung-myeon,順興面
3706038,단산면,Dansan-myeon,丹山面
3706039,부석면,Buseok-myeon,浮石面
3706051,상망동,Sangmang-dong,上望洞
3706053,하망동,Hamang-dong,下望洞
3706055,영주1동,Yeongju 1(il)-dong,榮州1洞
3706058,영주2동,Yeongju 2(i)-dong,榮州2洞
3706059,휴천1동,Hyucheon 1(il)-dong,休川1洞
3706060,휴천2동,Hyucheon 2(i)-dong,休川2洞
3706061,휴천3동,Hyucheon 3(sam)-dong,休川3洞
3706062,가흥1동,Gaheung 1(il)-dong,可興1洞
3706063,가흥2동,Gaheung 2(i)-dong,可興2洞
37070,영천시,Yeongcheon-si,永川市
3707011,금호읍,Geumho-eup,琴湖邑
3707031,청통면,Cheongtong-myeon,淸通面
3707032,신녕면,Sinnyeong-myeon,新寧面
3707033,화산면,Hwasan-myeon,花山面
3707034,화북면,Hwabuk-myeon,華北面
3707035,화남면,Hwanam-myeon,華南面
3707036,자양면,Jayang-myeon,紫陽面
3707037,임고면,Imgo-myeon,臨皐面
3707038,고경면,Gogyeong-myeon,古鏡面
3707039,북안면,Bugan-myeon,北安面
3707040,대창면,Daechang-myeon,大昌面
3707051,동부동,Dongbu-dong,東部洞
3707052,중앙동,Jungang-dong,中央洞
3707053,서부동,Seobu-dong,西部洞
3707054,완산동,Wansan-dong,完山洞
3707055,남부동,Nambu-dong,南部洞
37080,상주시,Sangju-si,尙州市
3708011,함창읍,Hamchang-eup,咸昌邑
3708031,사벌면,Sabeol-myeon,沙伐面
3708032,중동면,Jungdong-myeon,中東面
3708033,낙동면,Nakdong-myeon,洛東面
3708034,청리면,Cheongni-myeon,靑里面
3708035,공성면,Gongseong-myeon,功城面
3708036,외남면,Oenam-myeon,外南面
3708037,내서면,Naeseo-myeon,內西面
3708038,모동면,Modong-myeon,牟東面
3708039,모서면,Moseo-myeon,牟西面
3708040,화동면,Hwadong-myeon,化東面
3708041,화서면,Hwaseo-myeon,化西面
3708042,화북면,Hwabuk-myeon,化北面
3708043,외서면,Oeseo-myeon,外西面
3708044,은척면,Euncheok-myeon,銀尺面
3708045,공검면,Gonggeom-myeon,恭儉面
3708046,이안면,Ian-myeon,利安面
3708047,화남면,Hwanam-myeon,化南面
3708052,남원동,Namwon-dong,南院洞
3708053,북문동,Bungmun-dong,北門洞
3708054,계림동,Gyerim-dong,溪林洞
3708055,동문동,Dongmun-dong,東門洞
3708056,동성동,Dongseong-dong,東城洞
3708057,신흥동,Sinheung-dong,新興洞
37090,문경시,Mungyeong-si,聞慶市
3709011,문경읍,Mungyeong-eup,聞慶邑
3709012,가은읍,Gaeun-eup,加恩邑
3709031,영순면,Yeongsun-myeon,永順面
3709032,산양면,Sanyang-myeon,山陽面
3709033,호계면,Hogye-myeon,虎溪面
3709034,산북면,Sanbuk-myeon,山北面
3709035,동로면,Dongno-myeon,東魯面
3709036,마성면,Maseong-myeon,麻城面
3709037,농암면,Nongam-myeon,籠岩面
3709057,점촌1동,Jeomchon 1(il)-dong,店村1洞
3709058,점촌2동,Jeomchon 2(i)-dong,店村2洞
3709059,점촌3동,Jeomchon 3(sam)-dong,店村3洞
3709060,점촌4동,Jeomchon 4(sa)-dong,店村4洞
3709061,점촌5동,Jeomchon 5(o)-dong,店村5洞
37100,경산시,Gyeongsan-si,慶山市
3710011,하양읍,Hayang-eup,河陽邑
3710012,진량읍,Jillyang-eup,珍良邑
3710031,와촌면,Wachon-myeon,瓦村面
3710032,자인면,Jain-myeon,慈仁面
3710033,용성면,Yongseong-myeon,龍城面
3710034,남산면,Namsan-myeon,南山面
3710035,압량면,Amnyang-myeon,押梁面
3710036,남천면,Namcheon-myeon,南川面
3710051,중앙동,Jungang-dong,中央洞
3710052,동부동,Dongbu-dong,東部洞
3710053,서부1동,Seobu 1(il)-dong,西部1洞
3710057,서부2동,Seobu 2(i)-dong,西部2洞
3710054,남부동,Nambu-dong,南部洞
3710055,북부동,Bukbu-dong,北部洞
3710056,중방동,Jungbang-dong,中方洞
37310,군위군,Gunwi-gun,軍威郡
3731011,군위읍,Gunwi-eup,軍威邑
3731031,소보면,Sobo-myeon,召保面
3731032,효령면,Hyoryeong-myeon,孝令面
3731033,부계면,Bugye-myeon,缶溪面
3731034,우보면,Ubo-myeon,友保面
3731035,의흥면,Uiheung-myeon,義興面
3731036,산성면,Sanseong-myeon,山城面
3731037,고로면,Goro-myeon,古老面
37320,의성군,Uiseong-gun,義城郡
3732011,의성읍,Uiseong-eup,義城邑
3732031,단촌면,Danchon-myeon,丹村面
3732032,점곡면,Jeomgok-myeon,點谷面
3732033,옥산면,Oksan-myeon,玉山面
3732034,사곡면,Sagok-myeon,舍谷面
3732035,춘산면,Chunsan-myeon,春山面
3732036,가음면,Gaeum-myeon,佳音面
3732037,금성면,Geumseong-myeon,金城面
3732038,봉양면,Bongyang-myeon,鳳陽面
3732039,비안면,Bian-myeon,比安面
3732040,구천면,Gucheon-myeon,龜川面
3732041,단밀면,Danmil-myeon,丹密面
3732042,단북면,Danbuk-myeon,丹北面
3732043,안계면,Angye-myeon,安溪面
3732044,다인면,Dain-myeon,多仁面
3732045,신평면,Sinpyeong-myeon,新平面
3732046,안평면,Anpyeong-myeon,安平面
3732047,안사면,Ansa-myeon,安寺面
37330,청송군,Cheongsong-gun,靑松郡
3733011,청송읍,Cheongsong-eup,靑松邑
3733031,부동면,Budong-myeon,府東面
3733032,부남면,Bunam-myeon,府南面
3733033,현동면,Hyeondong-myeon,縣東面
3733034,현서면,Hyeonseo-myeon,縣西面
3733035,안덕면,Andeok-myeon,安德面
3733036,파천면,Pacheon-myeon,巴川面
3733037,진보면,Jinbo-myeon,珍寶面
37340,영양군,Yeongyang-gun,英陽郡
3734011,영양읍,Yeongyang-eup,英陽邑
3734031,입암면,Ibam-myeon,立岩面
3734032,청기면,Cheonggi-myeon,靑杞面
3734033,일월면,Irwol-myeon,日月面
3734034,수비면,Subi-myeon,首比面
3734035,석보면,Seokbo-myeon,石保面
37350,영덕군,Yeongdeok-gun,盈德郡
3735011,영덕읍,Yeongdeok-eup,盈德邑
3735031,강구면,Ganggu-myeon,江口面
3735032,남정면,Namjeong-myeon,南亭面
3735033,달산면,Dalsan-myeon,達山面
3735034,지품면,Jipum-myeon,知品面
3735035,축산면,Chuksan-myeon,丑山面
3735036,영해면,Yeonghae-myeon,寧海面
3735037,병곡면,Byeonggok-myeon,柄谷面
3735038,창수면,Changsu-myeon,蒼水面
37360,청도군,Cheongdo-gun,淸道郡
3736011,화양읍,Hwayang-eup,華陽邑
3736012,청도읍,Cheongdo-eup,淸道邑
3736031,각남면,Gangnam-myeon,角南面
3736032,풍각면,Punggak-myeon,豊角面
3736033,각북면,Gakbuk-myeon,角北面
3736034,이서면,Iseo-myeon,伊西面
3736035,운문면,Unmun-myeon,雲門面
3736036,금천면,Geumcheon-myeon,錦川面
3736037,매전면,Maejeon-myeon,梅田面
37370,고령군,Goryeong-gun,高靈郡
3737011,고령읍,Goryeong-eup,高靈邑
3737031,덕곡면,Deokgok-myeon,德谷面
3737032,운수면,Unsu-myeon,雲水面
3737033,성산면,Seongsan-myeon,星山面
3737034,다산면,Dasan-myeon,茶山面
3737035,개진면,Gaejin-myeon,開津面
3737036,우곡면,Ugok-myeon,牛谷面
3737037,쌍림면,Ssangnim-myeon,雙林面
37380,성주군,Seongju-gun,星州郡
3738011,성주읍,Seongju-eup,星州邑
3738031,선남면,Seonnam-myeon,船南面
3738032,용암면,Yongam-myeon,龍岩面
3738033,수륜면,Suryun-myeon,修倫面
3738034,가천면,Gacheon-myeon,伽泉面
3738035,금수면,Geumsu-myeon,金水面
3738036,대가면,Daega-myeon,大家面
3738037,벽진면,Byeokjin-myeon,碧珍面
3738038,초전면,Chojeon-myeon,草田面
3738039,월항면,Wolhang-myeon,月恒面
37390,칠곡군,Chilgok-gun,漆谷郡
3739011,왜관읍,Waegwan-eup,倭館邑
3739012,북삼읍,Buksam-eup,北三邑
3739013,석적읍,Seokjeok-eup,石積邑
3739031,지천면,Jicheon-myeon,枝川面
3739032,동명면,Dongmyeong-myeon,東明面
3739033,가산면,Gasan-myeon,架山面
